Ano,Continente,País,Setor,Consumo_Energia_Renovável (MWh),Consumo_Energia_Fóssil (MWh),Emissões_CO2 (toneladas),PIB (milhões de USD),População (milhões)
2005,Ásia,Índia,Indústria,2357.3334851804298,13727.958711489362,142615.1846720819,1836217.0152908294,108.66148648769143
2006,Ásia,Rússia,Transporte,3337.2939315801514,19766.001510336442,139046.37874059484,5357687.925662626,98.2682729711255
2022,Europa,Rússia,Indústria,5353.706926042956,12479.45965697497,78107.63613240942,4092498.0579672395,120.98810807915376
2015,África,Índia,Residencial,7142.180275509048,6447.061611003446,93665.66758042303,4738480.123774725,171.6319193627944
2012,Oceania,Índia,Indústria,2438.9864235243067,2619.4522692961355,41885.36820488055,5272988.635013508,101.5770416756371
2022,Ásia,Índia,Transporte,3249.409589738387,8016.407685451592,195619.7298124075,6968592.230287621,121.59657971216973
2008,Oceania,Brasil,Transporte,6553.029239882497,12507.14772280969,584.9889919271227,5850214.501711246,49.93449890152497
2015,América do Sul,China,Comercial,6505.222837780921,15777.869893338673,173194.778856148,6282816.144238115,80.16659489219829
2005,Ásia,Austrália,Residencial,6724.070387116326,7594.80647738562,156715.86348727718,7649609.020162489,184.5419184452278
2010,Europa,Rússia,Residencial,6265.610967560785,10821.528828640201,79018.02925013367,3963330.2260040333,138.86913224353177
2001,América do Sul,Estados Unidos,Transporte,9059.845047325143,21166.842605472735,183905.3655303299,7796589.576941412,81.26205410013702
2008,América do Sul,Rússia,Comercial,6202.653362867044,11577.491100830917,161298.19922328237,3761765.436830991,128.86587724465585
2016,Ásia,Austrália,Indústria,5732.472011412798,19286.869872807387,153303.1495125293,6694934.57967751,143.4031222388374
2017,Oceania,Brasil,Transporte,5324.934921201877,11398.623759586024,111439.981725503,3398617.3816236435,107.90948997168962
2022,Europa,Estados Unidos,Transporte,5382.271368727155,13773.235797028161,99605.22699312777,2908509.7692563655,39.37093524821793
2008,América do Sul,Estados Unidos,Indústria,2346.8390901604116,17098.871215718842,130588.36180066183,7318732.7169293305,30.654054491445336
2010,América do Sul,Brasil,Transporte,5687.730813572611,11697.098156392021,57161.12277639694,2522305.577890683,172.9452425741277
2018,Oceania,Estados Unidos,Indústria,5942.1484176705435,9742.125192709267,103593.44646027824,5728162.1719854325,-11.18696869347626
2019,Oceania,China,Residencial,8748.55597022425,13549.544992932399,143507.57278607457,6544550.0776558975,141.10044392165486
2021,Europa,China,Indústria,6706.381920086562,6248.03419352471,22308.739463335616,4708582.144974634,-35.95720884639317
2016,Europa,Índia,Transporte,1743.9116926842153,10778.188452782977,52424.345047018716,4681361.475652467,38.549548063436724
2022,Ásia,Estados Unidos,Transporte,6972.457283952286,5786.383169765768,176440.76147962536,2061770.4376201495,114.11862786752161
2020,América do Norte,Austrália,Residencial,7083.982911284868,13444.761793085574,134871.9691101795,7381730.790343557,159.42650883847088
2006,Ásia,Rússia,Residencial,4322.704232986925,9317.447040216754,76680.56726824967,5095737.243371026,59.1078749502239
2021,América do Norte,China,Transporte,2957.3761924197115,10950.454507714312,26675.436855742228,1115155.413123765,139.44756317115173
2005,Europa,Estados Unidos,Indústria,2942.3336725550607,9239.484874027583,172275.90381873958,6630413.470224999,13.524398193851738
2001,América do Norte,Austrália,Residencial,8064.850247382794,3671.006421905653,79668.39374668506,5594993.119044687,144.07589168887796
2004,América do Norte,Rússia,Residencial,5596.158988301353,13841.394839025885,61438.47849454319,3877841.367110392,8.918831445383972
2007,Ásia,Índia,Indústria,5637.776099690833,9535.589118961694,50644.66484064471,1701694.371789157,192.49679365795055
2017,Oceania,Estados Unidos,Comercial,5896.231168241193,-3072.8868973137887,73477.21040181574,2781862.7714984147,53.82783870482562
2008,Europa,Austrália,Residencial,1971.708859940562,14472.903793990019,92591.63325703947,5534015.797952256,84.98676388168974
2019,Ásia,Brasil,Transporte,3606.9715656428907,7994.261804608204,54461.995303061674,552399.9563730452,103.61760467551996
2011,América do Norte,Austrália,Transporte,4927.873574121511,11093.911201233344,151755.64953980426,2683990.03223005,60.210714431562955
2005,Oceania,Índia,Comercial,2117.8608579698866,11148.946149874108,76248.60074556668,4813407.605184909,79.57499776803424
2011,América do Norte,Índia,Residencial,4008.9154667944385,4567.3086064211175,172793.49572075327,5569903.5007644445,73.86102186111766
2002,América do Sul,Índia,Residencial,3321.696831772712,5550.253636024729,60598.618671841155,4857358.72297982,150.345691470536
2001,Ásia,Índia,Transporte,4213.346212346291,8557.996349299065,127172.58912744146,3883961.6044049803,99.39049724618776
2009,Europa,Austrália,Comercial,1949.9927230410412,11045.507769237387,162826.1011034771,5085712.23207162,151.1125275111005
2019,Oceania,Índia,Indústria,3658.1687067081843,19057.685755533534,101531.54937630332,7510294.873768176,26.196851179864595
2020,Europa,Estados Unidos,Indústria,6548.948303248316,22089.694853472814,150826.6196903128,3801290.4831099077,174.6607459442982
2004,América do Norte,Brasil,Residencial,5710.240628283715,5860.752486139846,95188.87646613356,9584505.380218897,99.9703582248978
2015,América do Sul,China,Comercial,2870.513742760636,18398.221875928197,128772.56649001213,7170316.495726386,132.65094270651784
2017,Europa,Estados Unidos,Comercial,6350.302899463997,10001.452211427413,107095.4527243459,5923405.041185339,129.9307573740327
2008,Europa,China,Indústria,6647.081376029466,17045.430409012715,101669.90103708324,7272887.0874268245,242.60724600585436
2017,América do Norte,China,Indústria,7871.119108001372,6610.140662537158,192692.7964324769,1550503.1997985793,88.315371377445
2013,África,Estados Unidos,Residencial,5097.817934926238,12346.645839307324,165210.43390521692,4753807.46709272,92.05713368509173
2017,África,Estados Unidos,Indústria,8061.403808447248,13559.2778198349,106190.16458980949,6220391.780533105,126.14143652241438
2013,América do Sul,Índia,Indústria,7983.653186099712,9862.405557081467,79005.78640290268,4401520.113414841,189.1338702889426
2001,América do Norte,China,Transporte,3388.8852871674653,5704.663344349481,122430.74698007423,6357462.579331832,72.3570678989163
2022,América do Sul,Estados Unidos,Transporte,2328.009068246442,13729.482916952058,144643.00823889405,2247937.2335645473,92.71143286961957
2013,América do Sul,Índia,Transporte,5831.171562874004,13494.376346485988,119058.21483689293,3233955.7282701307,79.11047001742622
2003,Ásia,China,Indústria,6095.084855006591,4377.46280398151,157251.72438398178,3605370.016571549,83.62407493446247
2009,Oceania,Rússia,Comercial,6447.079907436424,15554.057628707738,102751.06312802827,3107868.0093674636,105.37073521024375
2005,Oceania,Índia,Transporte,3705.507730366715,14299.104677797037,49663.32050195648,6827928.320866359,81.73775326500215
2009,América do Sul,China,Comercial,2010.1122834843886,15705.881859331239,141463.1260945049,4949895.092347116,91.53803423590038
2016,América do Sul,Rússia,Indústria,6532.36537142901,10972.550809355307,99319.1498984466,6401661.981210472,117.94095061982893
2011,África,Austrália,Transporte,4146.293784206882,9638.799425079036,77853.2367982959,4939504.812482645,27.357528113445852
2013,Europa,Rússia,Indústria,7323.144902166259,4689.844680077016,99468.47744883935,6021288.5578907225,183.36624911741188
2016,América do Norte,Brasil,Indústria,4210.610418383137,6661.761084339127,84739.11900836987,6081109.012066791,73.90849689854639
2000,Ásia,China,Transporte,5073.153520948362,14869.962912370778,80787.41744878754,3423579.952162649,87.25975506115611
2002,América do Norte,Estados Unidos,Residencial,5498.2629256320415,12251.06362113361,123127.37554094373,5835183.255173394,24.58973360236186
2022,Ásia,Austrália,Indústria,5052.542613746902,13588.499734858297,-21887.14603097961,1516956.4155714358,174.6622335668863
2007,África,Brasil,Comercial,5700.770604486498,14516.266427568593,20695.696123900518,5102315.531156009,63.34379450838206
2008,América do Norte,China,Comercial,4273.695795033879,7493.904638615006,183362.4890151122,5420423.627902438,80.33923614368192
2006,Europa,China,Residencial,-131.11099060765537,8084.49508389276,168316.15167329123,7716720.952942044,80.50236935034167
2012,América do Norte,Estados Unidos,Residencial,7802.188505116839,4509.86085789592,137464.01057640993,8156290.721642774,194.57058034060915
2009,Europa,China,Transporte,9165.131610820354,7209.846146608477,125576.68435392008,6598384.496390946,98.39276627941223
2001,Ásia,Austrália,Transporte,5433.61919451325,918.7523820334536,103480.1571738758,7083778.955097881,75.46329633049245
2012,Europa,Brasil,Indústria,3045.9374277672573,15878.44236574771,113341.57179437479,7122679.036133603,130.22411100975236
2005,América do Sul,Brasil,Residencial,7873.726458644158,5871.457453854239,65676.8877311392,5819891.477809621,133.04748269764156
2004,Oceania,Brasil,Indústria,3505.899530328947,7064.902659932082,99319.52591877077,4798777.083841722,57.37729277793898
2004,África,Rússia,Transporte,5087.569619544126,13991.311291441063,15442.787235857148,4494489.520116999,273.76165476933954
2011,Oceania,Austrália,Comercial,2987.307363179778,16343.961801808593,107623.60123597212,6948520.922703521,198.74321053828896
2001,América do Norte,Estados Unidos,Residencial,4883.9841031265305,12214.924205819272,100142.80657842603,4848820.91121915,99.21756650245139
2005,África,Brasil,Transporte,3552.1027813203154,25840.92179614163,127323.61635395799,1675420.2985782512,106.31461687378275
2018,Ásia,Austrália,Residencial,3796.622477948713,-1846.3930949212918,129873.68274145974,4749803.574821587,72.56288544432715
2016,América do Norte,Brasil,Transporte,8501.199892620216,15668.194197925977,194881.79840324708,6539113.305819416,180.93707570628976
2010,Oceania,Austrália,Comercial,8666.122519355382,16185.355921591541,138408.43885950025,6094842.491274942,160.5593350985863
2003,África,Rússia,Comercial,5462.950467215226,4375.7117119744835,51899.715905557074,5108331.711262264,123.72922001516307
2011,Oceania,China,Residencial,1218.458082410957,-1441.4760205401653,133926.09040438372,3659502.201004098,137.0757512362182
2015,Europa,Índia,Comercial,4677.167375506256,10027.571203129628,125002.60060068147,5242616.875717489,60.171380152928236
2000,América do Sul,Brasil,Indústria,1443.117028022879,5179.004272967267,102655.47175778862,3964156.277065444,120.01643820186233
2012,África,Brasil,Comercial,675.006926467051,8845.300247626536,120395.17234188746,3387449.912657469,90.58332512992172
2016,Ásia,Rússia,Transporte,4427.291580846031,13381.681498479395,82678.89349481522,4992893.236663197,252.64108971215398
2004,Ásia,China,Comercial,6662.791212225865,11872.713049553864,57623.129851087426,5453270.210623021,130.0536963235889
2000,América do Norte,Brasil,Residencial,3135.831186442463,13550.13958573879,4732.563441213148,1734439.7995679541,103.45420216421626
2010,Ásia,Estados Unidos,Indústria,4368.882049850613,10903.335534173055,130486.64727482712,1330719.345446846,132.20612087129743
2021,América do Sul,Rússia,Indústria,6218.084449990005,11454.303593929917,115280.27718868395,1661985.4720029188,95.54632256087127
2010,América do Sul,Brasil,Residencial,5637.167108275341,-948.1457583333213,117930.71017133663,5521149.596164476,192.17757222435364
2015,América do Sul,Rússia,Comercial,4814.448072717199,4969.9780500973375,98496.23331965566,4846378.00156448,99.17989800061991
2010,Ásia,Estados Unidos,Comercial,3145.0948639129138,637.3751401621557,111530.78181290788,8556589.197126579,55.7192035117367
2012,América do Sul,Estados Unidos,Comercial,8099.082579210765,7961.881961230003,77048.58618283685,3407143.9004599093,38.62850953173158
2000,América do Norte,Estados Unidos,Comercial,10212.108262948861,8955.675058334036,103111.89902051684,5368912.557802367,84.23987360861945
2017,África,Estados Unidos,Transporte,6226.301642162599,8744.987821496909,161434.79353785288,4863660.21659703,160.95263514044996
2001,América do Sul,Brasil,Residencial,6207.431843199815,12559.269757184224,36102.78504447343,4448660.422217537,76.0036968566217
2007,África,Rússia,Indústria,4281.216420991232,11748.971155010633,58677.421394531535,7795738.397229584,149.3775428778639
2015,Ásia,Estados Unidos,Residencial,6460.520412166808,6308.088281444336,52468.9526042914,4949299.628893365,106.25486487160511
2022,Europa,China,Transporte,10102.59975462644,16577.527029007295,144472.67003559502,2818352.39200775,98.68567019481951
2006,América do Sul,Rússia,Comercial,6592.775088901249,24062.7174068623,158960.15722039688,5362865.182634256,96.64474542323309
2002,África,Brasil,Indústria,6774.275611432551,11179.314975377347,81770.47498622948,4208657.66692544,71.63096743152052
2006,América do Norte,China,Transporte,5002.695183029904,7069.695043957116,116684.44080614112,7943306.506495802,124.58996001309667
2009,América do Sul,Austrália,Residencial,5376.748415488138,22028.105008684834,91022.16361412633,4303199.123212345,188.8345431824344
2017,Oceania,Índia,Indústria,6736.106198299665,8835.297342589969,26583.94981068572,6348018.405842117,86.94729718243624
2017,Oceania,Austrália,Transporte,4501.7256854467105,6072.898587373774,77727.07179142973,6201328.8118836135,87.4631426242841
2017,Europa,Brasil,Residencial,7162.156131910527,14047.83114089317,51562.18411750984,3605244.7346471185,49.91733894424553
2010,América do Sul,Rússia,Comercial,8229.989402834417,12472.903029232755,197809.81585190404,4805739.57610086,121.63191472500463
2013,América do Norte,Estados Unidos,Indústria,5364.474843528419,9827.763585417744,84578.79183237316,8491416.18565909,96.72608099183277
2001,Europa,Brasil,Comercial,7393.841451839198,9244.375603912304,1991.8353683597234,3705614.6040921127,74.71789342085803
2003,Ásia,Austrália,Transporte,6331.732735780721,8902.926785084306,115877.06017493273,2991394.928904207,19.19954246476945
2021,América do Norte,Índia,Residencial,5106.759941995413,9631.06401585656,80050.2091324245,6710727.435695082,167.4453201239718
2013,Europa,Estados Unidos,Residencial,6027.272178863379,10909.610426502233,14876.152861977142,1373214.8987106695,59.03647207227806
2021,África,Brasil,Indústria,455.5686521086009,6538.3081459113455,23522.771423746424,8398684.718655212,149.57901623404013
2018,Europa,Índia,Transporte,4688.225482367349,2710.429306417618,22624.06404242608,5475645.6089881295,108.28283561308788
2015,África,Estados Unidos,Indústria,4547.501143904156,12593.258509296229,84455.93592796034,5476021.456725317,71.86518375280292
2000,Oceania,Brasil,Residencial,7000.4367111739,2349.8860589524793,165039.89721187393,7379761.703647789,211.71159001269635
2019,Ásia,Austrália,Transporte,2184.3999111052817,4752.233430690225,135930.83067314015,7181242.295605242,135.62583763004235
2000,Oceania,China,Transporte,5147.095163903895,12749.54052306256,145668.18603029454,5871929.230314249,188.50777197239677
2010,América do Norte,Brasil,Residencial,8875.748702039185,12703.412909309729,86744.6303495806,6094980.648462467,25.02282030307458
2009,Oceania,Austrália,Indústria,3670.5028638345184,7545.380040715865,222939.18274451618,3015573.8514074753,54.61581663021663
2020,América do Sul,Estados Unidos,Transporte,6287.953106307064,10712.275120789076,45185.09129897418,5310410.608327567,74.20650624035865
2020,América do Norte,Rússia,Residencial,8481.84883384737,7134.03295230365,140160.85876851066,2384074.899763729,136.91353411326497
2021,Europa,Estados Unidos,Indústria,2255.10326769151,10253.186246686737,165745.5004912791,3425273.661248627,51.729388519975686
2011,América do Norte,Austrália,Transporte,3271.03430883139,4326.829046925574,177446.8166533626,6320456.880364778,1.4469450199812997
2017,América do Norte,Austrália,Indústria,2993.6337112630863,4332.071573814535,124831.91880137073,4368099.017242168,109.27865803576768
2003,África,Índia,Comercial,3212.1191407431534,9022.095663383168,95105.68531851408,5785747.726954262,32.84443803984834
2018,Oceania,Brasil,Comercial,4979.782195984479,7865.7968294252005,146974.96996383084,4078324.7375385975,103.96286336286549
2001,África,Austrália,Comercial,3127.3800196678967,18103.785645984615,88351.39928359492,3522277.6770029003,114.86729058351561
2006,Ásia,Estados Unidos,Comercial,2953.500903305161,10465.351363223155,87387.02481651594,5372298.777786081,129.4317974003919
2000,Oceania,Austrália,Residencial,4063.782644262733,10736.585134719377,139458.9071844935,1451461.6636292133,55.60020895581649
2022,Ásia,Brasil,Residencial,4562.534236502281,16240.946993547845,166414.5573285502,3757255.1379438294,29.635889848779485
2015,Ásia,Índia,Residencial,3557.313326000819,8209.564863929976,74283.19632452518,5245154.9990863735,59.12506266792305
2014,América do Sul,China,Residencial,2850.7009053477236,9631.85428062014,138857.40621042848,5084658.004032313,85.73095102252343
2003,América do Norte,Brasil,Comercial,3503.3670319833327,7384.021344448491,222570.73951690266,4891915.49819493,79.95172182614081
2009,Europa,Índia,Residencial,5706.918275468424,3252.6089223020826,35222.257575637086,4755013.7125983955,101.95899844019763
2022,América do Sul,Brasil,Residencial,6907.91094759312,11688.561593447512,116268.59382984921,3748091.9694962176,87.90763633969488
2020,América do Norte,Estados Unidos,Residencial,3412.4318275833984,5507.706494375103,29811.229404358397,7024349.406346165,12.826611214926174
2006,América do Sul,Índia,Indústria,6098.873440585339,12938.978527381612,57240.070856210354,5540650.949563034,166.94290676369718
2013,Oceania,Estados Unidos,Indústria,3803.045904100585,9117.690713569065,160295.3071467971,8249138.460081555,81.7749736022005
2016,Ásia,Brasil,Comercial,1352.2073445103865,9601.68356066826,66265.27609569894,4496781.938352667,154.76264310915428
2000,Oceania,China,Indústria,6173.918929572592,5894.30278224841,92077.16839865177,5174081.508029409,99.50993594766915
2003,África,China,Comercial,2535.184692378948,17921.61023059955,66359.62998844267,5414318.196148451,165.50274245138704
2018,Ásia,Austrália,Transporte,7879.897878210102,12617.94276654449,-5932.60147029013,6067601.8568908535,49.67166131261688
2011,África,Rússia,Residencial,1558.75464273042,12507.941657703192,110850.81707919539,4293573.276697632,72.65406769291535
2018,América do Sul,Estados Unidos,Residencial,3824.160581323098,10706.533547724237,58577.70558200111,4250104.03177406,92.90487849513723
2005,Ásia,Rússia,Residencial,4927.712323882598,13055.146041689837,124280.00465345505,2735864.140712273,111.8171310450358
2019,América do Norte,Austrália,Residencial,3794.824017411869,13468.07239659653,120479.51839292885,2148525.6929899245,152.37142481418016
2003,Europa,Rússia,Comercial,7379.698747359155,14381.917520823772,143786.97683670383,6788129.550296845,79.21219947138573
2012,América do Norte,Estados Unidos,Residencial,3599.979925334602,3647.0392542698382,77125.71511285947,7873265.182194505,76.97650039717799
2021,Oceania,Austrália,Comercial,7150.997781516149,3598.8321474043487,152572.49746798334,4213881.431976857,96.00798246393998
2003,Europa,Brasil,Transporte,6398.755389254613,11539.468584538248,120155.93794923862,5624321.238425551,7.3861625805236315
2012,Europa,Brasil,Comercial,3260.6096690138693,6475.724054484175,131494.18094923245,2882154.1241612625,36.64871315004827
2020,América do Norte,Rússia,Transporte,3228.794562586422,3821.375725503144,76393.21699663068,1917100.4466226748,127.26674806992533
2000,Europa,Austrália,Comercial,1026.8803223841724,1500.538967669987,143169.0276638532,6472594.125739603,102.5716843045612
2005,Oceania,Austrália,Transporte,8440.277741983095,13561.074114777737,150857.92690605565,7033724.312744159,161.1675837800384
2004,América do Norte,Austrália,Indústria,7005.074117922693,3747.346614108774,105332.30594314839,5817353.288039543,92.48953664081392
2021,Europa,Rússia,Residencial,5455.436337590325,13726.603363160271,151834.27481084722,4747385.5802799715,188.5806981969736
2006,América do Sul,Brasil,Indústria,2761.0071951947352,14984.54492029073,155031.53035885448,2154066.670895858,71.5541634104978
2011,Europa,Índia,Comercial,2607.4175992717346,10755.391874665682,155540.64510057427,3677579.8684173003,65.37263235923639
2019,África,Índia,Transporte,6200.686379822559,2189.940431728586,118366.4704468733,7257311.341975185,78.1457710344703
2016,África,Índia,Indústria,7492.363864901369,13791.691073127473,124139.4670111562,2605582.9205368967,89.4778916748888
2008,Ásia,Estados Unidos,Residencial,7012.719321380241,7869.17301165716,105470.01185701834,4452553.798542118,81.5816137840253
2003,África,Rússia,Transporte,3520.4316064173345,14647.229054049403,84707.45183435187,3583097.5207255264,114.83290477752931
2000,África,Rússia,Residencial,1099.9364187204587,9117.426644551835,64263.06967914613,6943639.375739987,127.10121262037813
2016,Oceania,Rússia,Indústria,8354.203057321944,6678.05838567993,22356.700258330093,8310747.621905696,81.23581364836228
2005,América do Norte,Brasil,Transporte,3325.872643420012,7712.152827639159,131150.1529281563,7028580.678897699,121.81129928760403
2006,América do Norte,China,Residencial,2179.570290478611,8772.234309221285,3477.7789215767116,6329357.077641533,117.83555019752981
2018,Oceania,Brasil,Comercial,4466.431473125038,15379.06296360233,75754.96824146004,6237499.814406685,45.38406344403665
2017,América do Sul,Brasil,Comercial,3443.0980139931817,9554.503005112467,153372.5257471858,4462482.673368644,99.8585866192372
2011,América do Sul,Rússia,Residencial,6653.60394097423,19085.144627723523,119577.50436610298,2123989.3236733605,54.73482868910094
2000,América do Sul,Austrália,Transporte,4882.036475167018,12681.032722231936,62266.15225199682,3340676.4985909797,149.92380903044523
2021,Oceania,Rússia,Comercial,2987.1454431560533,17501.47350412271,70199.79904077495,3218305.227266779,34.80395579148396
2018,Oceania,Índia,Comercial,3954.9749406122687,15075.449747993167,165117.9247839228,6316418.198088482,167.8771953827621
2008,Oceania,Índia,Residencial,4885.596161253232,4512.7223995531995,125138.99237590823,4940462.682432091,109.43423963447962
2013,América do Norte,Rússia,Transporte,3289.031391837603,15964.588535008526,12559.573854113769,6267052.676110419,96.81086393198251
2010,América do Sul,Brasil,Comercial,4688.357411542916,10352.531450088882,134366.1299073858,7896325.113451746,90.74609580274836
2014,Ásia,Índia,Residencial,6671.916019587908,21222.70661015457,70557.69037025777,438485.99719419144,71.70991557053564
2015,América do Sul,Estados Unidos,Comercial,6390.36921096954,15260.54936334828,70488.78059568832,4561860.206000174,121.34058509070171
2013,Ásia,Rússia,Indústria,6568.312964757559,12818.69662147757,141522.8824693018,3177695.276761142,146.8069193607744
2015,África,Índia,Transporte,9848.047705135861,6665.201932074071,140788.02992546908,5471879.02988491,101.49899807268321
2001,Europa,Rússia,Transporte,5488.971506589997,12961.354872884418,131826.0689965753,5218529.980772389,179.72441981405646
2013,América do Sul,Estados Unidos,Residencial,3500.5730545989904,9717.301533205227,128493.57982705213,8344597.670824628,52.826602824057765
2020,Oceania,Índia,Comercial,1726.2598369088382,3872.0148656634256,146209.27546516366,6048062.703931811,50.65015907076564
2017,América do Norte,Rússia,Indústria,1807.024776353117,14056.172030691921,131261.6422720204,7494336.024153547,75.70976606118153
2000,África,Índia,Comercial,7044.52555112908,16988.295638663272,92394.47209718144,4497071.6455920525,27.31280500404833
2014,América do Norte,China,Indústria,6659.161082761075,4769.569806130906,63737.07661578021,6788675.443464401,228.8149723057817
2022,Ásia,China,Indústria,2858.113955384101,19877.83877101552,26323.85503330757,6009324.704965184,157.4320410946916
2019,Oceania,Austrália,Indústria,3545.5036349739435,14971.08204796211,53306.23898916409,2704537.7759005562,52.72933026343169
2021,Oceania,Austrália,Comercial,5398.497118454697,8468.464147564102,88552.49764008187,5463383.437379458,99.17932729994436
2003,África,Estados Unidos,Indústria,4699.535982399865,1112.553807140479,102793.11289951208,4447034.527256407,52.15396942330034
2001,América do Norte,Rússia,Residencial,9444.42993649581,12834.534209790934,146673.1991553972,3129233.820190778,42.06583284435654
2020,Oceania,Rússia,Indústria,5591.770743159352,10223.82183165761,128305.64397479377,3586936.0135560352,98.12556206044968
2002,América do Norte,China,Residencial,4929.453490497633,11763.021985928888,125305.61874420753,7477942.836250268,85.62144080879277
2019,América do Sul,Índia,Transporte,3275.866804407354,12114.278095575784,61926.62453671795,2596803.1143193734,87.50267633408373
2010,Ásia,Rússia,Transporte,4695.556169828224,6501.465075096012,-77.66936097397411,7022643.834675917,80.52330691461457
2003,Ásia,Rússia,Indústria,5898.146968384213,15573.126871867873,136689.36398611852,2079051.4297666256,159.69734105438937
2003,América do Norte,China,Comercial,4683.619125582127,6128.137179874431,-34906.96826565522,5276385.346747876,113.10352894245105
2016,América do Norte,Brasil,Comercial,8831.507429670997,13849.911538908575,135227.32439311125,4832999.29267227,40.19931898170954
2012,América do Norte,Rússia,Residencial,4811.188882049154,8412.693737231328,153798.35291283828,4426894.478663541,108.93191627066648
2019,América do Sul,Estados Unidos,Transporte,4412.12154194953,1455.8885900011283,38581.625406692845,2589304.48990884,71.82931631179434
2001,América do Norte,China,Transporte,4002.3164281586023,12010.747954378952,99149.08848913791,4383759.342411924,66.40163192639449
2003,Oceania,Austrália,Transporte,3062.301133144926,13527.261568491704,127714.7626128731,7589371.951765627,53.845609021054244
2016,Europa,Austrália,Residencial,4734.614050577616,7406.537826237445,182185.72076711396,4408097.2712528845,123.71741896591506
2010,Ásia,Estados Unidos,Transporte,4568.798287714664,3222.6777524568624,12626.699394961921,6737482.887766929,82.6995157990947
2021,África,Brasil,Indústria,5179.793289036026,22301.174166293138,121439.31528299242,9292719.270909071,115.7383833080524
2001,Oceania,Índia,Comercial,8468.23689589111,14486.173093429781,112704.91477053854,4897460.532964367,23.130881261696047
2009,América do Norte,Índia,Residencial,7887.478093205744,4364.216174808222,117979.76341533485,6376662.956065726,49.0810541102646
2022,América do Norte,Estados Unidos,Transporte,5563.502394654291,9275.146711512607,54509.53713827181,3169837.0154583678,39.662111976477064
2019,América do Norte,Brasil,Indústria,6358.841779969058,12423.950075004388,107377.54534433127,7126948.764680058,140.87497313552754
2022,Ásia,Rússia,Transporte,4559.335519077538,29338.727045547483,121997.25981706788,-683417.2962411623,162.7778499172302
2007,América do Norte,Rússia,Comercial,7472.533174773122,17540.10903428928,176285.241240783,6728201.59354727,64.82712600182886
2015,América do Norte,Austrália,Transporte,8307.546590507274,6902.985586896652,99852.62790169835,2815069.301012861,159.97240582271505
2002,África,Rússia,Indústria,8460.688639577977,2364.169292619097,144729.18095950346,7908877.21138507,126.30343202320174
2021,Ásia,Rússia,Comercial,4097.149643254057,15916.232879070774,76901.1660809747,4429337.324039435,146.44919498829168
2013,Europa,Brasil,Residencial,2465.094580844566,1946.0135144336791,86818.58332809465,4078227.8889549887,92.16189920592237
2004,Ásia,Rússia,Comercial,2183.2627471661804,8876.867302075603,112003.10901241802,5610275.852164612,29.41171426565481
2021,América do Norte,Índia,Residencial,5129.460296736303,-171.6786753981978,105357.53640006644,1766696.7324766023,162.06851470869108
2001,Europa,Rússia,Indústria,6846.282217648423,12696.838047317506,35275.833231144,5508482.00586976,130.59675170500452
2001,América do Norte,Índia,Transporte,5675.770208908256,5484.299599331193,133102.904715312,14151.450779085048,107.44792999561031
2014,América do Norte,Rússia,Residencial,8347.280390756132,9412.056666244276,89058.35846289061,3234182.661293584,101.16963682365575
2004,Ásia,China,Transporte,-964.2434334483141,3620.4289264689305,159548.90331051592,1810765.3671566085,123.79255799231746
2013,América do Sul,Austrália,Indústria,2997.178425692223,5462.808941773514,160352.2149935125,6894939.54495257,84.20933064893516
2016,América do Norte,Estados Unidos,Indústria,2176.3137381200095,13115.768498876365,84821.58386638638,6135011.693860105,46.23031795606989
2006,Europa,Rússia,Comercial,7898.624641251769,12813.215977475702,60589.37613685642,4738446.284505123,127.00616662547898
2019,África,Rússia,Indústria,5340.557568663795,-115.48009503526373,54393.09255859389,1849400.9059148277,81.84376218835865
2003,África,China,Indústria,4322.984773613656,8150.495011367727,60560.92422612531,3830635.945591172,55.5179756569218
2000,América do Norte,Índia,Comercial,4089.719776297044,4044.241308376054,4363.492980355106,4232247.382640058,20.375892847564586
2006,América do Sul,Brasil,Transporte,6357.874883495142,10471.200699708923,12614.153104272875,9422467.581817605,127.43143792809366
2022,África,Índia,Indústria,4936.026497126428,8818.136084200894,88134.77030794173,3365545.1021053717,29.77185477237019
2009,Europa,Índia,Residencial,7056.487754417907,6687.88260447082,86997.4853722492,1703813.7315575285,107.1623539018936
2004,Oceania,China,Indústria,5049.146275470866,11512.507310744859,73901.25295688445,5210364.820707653,188.28447719448624
2003,América do Norte,Austrália,Transporte,8025.889292637608,12867.094545668686,64831.43039572767,954523.431402084,152.21787086113198
2014,Europa,Rússia,Transporte,892.7406446136229,6296.106639317284,115317.3775902837,6001372.217278103,134.32260137702113
2020,América do Sul,Índia,Indústria,4672.775927176297,3726.6117666404743,144284.62450125953,8559571.721588848,108.69422448909518
2003,Europa,China,Indústria,4994.831517404078,22168.17776020495,156910.6976637915,6182080.957215941,125.67287639931719
2001,Europa,China,Residencial,7760.298018539183,10851.188242715038,30927.37173077125,6175622.351872524,50.923770464473264
2020,América do Norte,Estados Unidos,Residencial,7730.52502700898,14896.145755133795,42977.88940706581,3435790.01466221,76.37149811368286
2005,América do Norte,China,Residencial,4751.634495690332,16714.084162243944,112382.04156525305,7000963.769087716,78.54722665666313
2001,África,Índia,Comercial,6698.070562075622,17543.82137599289,83240.42406482928,4618749.853210374,79.90486194254487
